Name,Phone,Address,Email,Location
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Michigan
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Michigan
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Michigan
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Michigan
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Michigan
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Michigan
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Michigan
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Michigan
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Michigan
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Michigan
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Michigan
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Michigan
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Minnesota
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Minnesota
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Minnesota
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Minnesota
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Minnesota
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Minnesota
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Minnesota
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Minnesota
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Minnesota
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Minnesota
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Minnesota
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Minnesota
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Minnesota
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Minnesota
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Minnesota
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Minnesota
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Minnesota
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Minnesota
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Minnesota
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Minnesota
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Minnesota
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Minnesota
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Minnesota
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Minnesota
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Minnesota
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Minnesota
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Minnesota
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Minnesota
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Minnesota
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Minnesota
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Minnesota
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Minnesota
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Minnesota
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Minnesota
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Minnesota
Mississippi,(503) 608-3090,"3872 N Mississippi Ave, Portland, OR 97227",N/A,Mississippi
Urgent Care Interstate by Providence Express Care,(888) 227-3312,"4340 N Interstate Ave, Portland, OR 97217",N/A,Mississippi
GoHealth Urgent Care Williams,(971) 202-2910,"3505 N Williams Ave, Portland, OR 97227",N/A,Mississippi
NE Alberta,(503) 608-3080,"1400 NE Alberta St, Portland, OR 97211",N/A,Mississippi
NE Broadway and 6th Ave,(503) 941-3896,"606 NE Broadway St, Portland, OR 97232",N/A,Mississippi
Swan Island,(503) 283-0013,"3449 N Anchor St, Portland, OR 97217",N/A,Mississippi
GoHealth Urgent Care Pearl District,(971) 232-8620,"1244 NW Marshall St, Portland, OR 97209",N/A,Mississippi
Urgent Care Pearl District by Providence Express Care,(888) 227-3312,"1025 NW 14th Ave, Portland, OR 97209",N/A,Mississippi
NW 23rd,(503) 608-3088,"1662 NW 23rd Ave, Portland, OR 97210",N/A,Mississippi
GoHealth Urgent Care Lombard,(503) 465-4875,"1440 N Lombard St, Portland, OR 97217",N/A,Mississippi
Pearl District-Midnight,(971) 998-1011,"202 NW 13th Ave, Portland, OR 97209",N/A,Mississippi
NE Mlk and Davis St.,(503) 684-8252,"172 NE M L King Blvd, Portland, OR 97232",N/A,Mississippi
Rula Health - Oregon,(323) 676-1233,"111 SW 5th Ave, Portland, OR 97204",N/A,Mississippi
AFC Urgent Care NW Portland,(503) 825-7069,"25 NW 23rd Pl, Portland, OR 97210",N/A,Mississippi
NE Broadway and 33rd Ave,(503) 858-6013,"3218 NE Broadway St, Portland, OR 97232",N/A,Mississippi
Downtown Portland,(503) 608-3082,"900 SW 5th Ave, Portland, OR 97204",N/A,Mississippi
East Burnside,(503) 608-3081,"2400 E Burnside St, Portland, OR 97214",N/A,Mississippi
NE Fremont,(503) 858-6012,"4427 NE Fremont St, Portland, OR 97213",N/A,Mississippi
Urgent Care North Lombard by Providence Express Care,(888) 227-3312,"5300 N Lombard St, Portland, OR 97203",N/A,Mississippi
Hawthorne-Midnight,(971) 998-1014,"3325 SE Hawthorne Blvd, Portland, OR 97214",N/A,Mississippi
Division,(503) 684-8252,"3130 SE Division St, Portland, OR 97202",N/A,Mississippi
AFC Urgent Care NE Portland,(503) 496-7739,"7033 NE Sandy Blvd, Portland, OR 97213",N/A,Mississippi
Sellwood-Moreland,(503) 608-3087,"6910 SE Milwaukie Ave, Portland, OR 97202",N/A,Mississippi
GoHealth Urgent Care Barbur,(971) 202-2099,"7461 SW Barbur Blvd, Portland, OR 97219",N/A,Mississippi
Woodstock,(503) 608-3086,"4415 SE Woodstock Blvd, Portland, OR 97206",N/A,Mississippi
Urgent Care Beaverton Raleigh Hills by Providence Express Care at Walgreens,(888) 227-3312,"7280 SW Beaverton Hillsdale Hwy, Portland, OR 97225",N/A,Mississippi
Cascade Station,(503) 608-3094,"10201 NE Cascades Pkwy, Portland, OR 97220",N/A,Mississippi
GoHealth Urgent Care Raleigh Hills,(971) 808-0665,"4800 SW 76th Ave, Portland, OR 97225",N/A,Mississippi
Multnomah Village,(503) 608-3084,"7855 SW Capitol Hwy, Portland, OR 97219",N/A,Mississippi
GoHealth Urgent Care Sunset,(503) 646-8500,"13305 NW Cornell Rd, Portland, OR 97229",N/A,Mississippi
Airport Portland,(503) 256-2992,"12518 NE Airport Way, Portland, OR 97230",N/A,Mississippi
Cedar Hills,(503) 941-3897,"2695 SW Cedar Hills Blvd, Beaverton, OR 97005",N/A,Mississippi
GoHealth Urgent Care Cedar Hills,(503) 646-9222,"2870 SW Cedar Hills Blvd, Beaverton, OR 97005",N/A,Mississippi
GoHealth Urgent Care Cascade Park,(360) 787-4135,"305 SE Chkalov Dr, Vancouver, WA 98683",N/A,Mississippi
Urgent Care Bethany by Providence Express Care at Walgreens,(888) 227-3312,"4816 NW Bethany Blvd, Portland, OR 97229",N/A,Mississippi
GoHealth Urgent Care Johnson Creek,(971) 202-2090,"9361 SE 82nd Ave, Happy Valley, OR 97086",N/A,Mississippi
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Missouri
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Missouri
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Missouri
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Missouri
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Missouri
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Missouri
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Missouri
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Missouri
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Missouri
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Missouri
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Missouri
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Missouri
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Missouri
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Missouri
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Missouri
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Missouri
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Missouri
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Missouri
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Missouri
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Missouri
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Missouri
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Missouri
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Missouri
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Missouri
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Missouri
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Missouri
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Missouri
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Missouri
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Missouri
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Missouri
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Missouri
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Missouri
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Missouri
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Missouri
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Missouri
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Montana
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Montana
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Montana
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Montana
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Montana
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Montana
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Montana
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Montana
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Montana
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Montana
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Montana
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Montana
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Montana
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Montana
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Montana
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Montana
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Montana
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Montana
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Montana
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Montana
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Montana
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Montana
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Montana
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Montana
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Montana
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Montana
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Montana
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Montana
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Montana
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Montana
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Montana
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Montana
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Montana
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Montana
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Montana
Physicians Immediate Care Fort Wayne,(260) 498-8077,"920 E Coliseum Blvd, Fort Wayne, IN 46805",N/A,Nebraska
Physicians Immediate Care Warsaw,(574) 306-4128,"2680 Escalade Way, Warsaw, IN 46582",N/A,Nebraska
ProMedica Express Care Defiance,(419) 783-6955,"1200 Ralston Ave, Defiance, OH 43512",N/A,Nebraska
MedExpress Urgent Care Marion,(765) 662-1188,"1130 N Baldwin Ave, Marion, IN 46952",N/A,Nebraska
U.S. Healthworks Medical Group,(574) 537-1709,"2014 Lincolnway E, Goshen, IN 46526",N/A,Nebraska
Goshen Physicians Family Medicine & Urgent Care,(574) 535-1700,"2824 Elkhart Rd, Goshen, IN 46526",N/A,Nebraska
Physicians Immediate Care Elkhart,(574) 747-8004,"900 Johnson St, Elkhart, IN 46514",N/A,Nebraska
U.S. Healthworks Medical Group,(574) 206-8010,"700 E Beardsley Ave, Elkhart, IN 46514",N/A,Nebraska
MedExpress Urgent Care Muncie,(765) 287-8460,"1313 W McGalliard Rd, Muncie, IN 47303",N/A,Nebraska
U.S. Healthworks Medical Group,(765) 288-8800,"4125 W CLARA LN, Muncie, IN 47304",N/A,Nebraska
MedExpress Urgent Care Kokomo,(765) 457-4370,"1010 S Reed Rd, Kokomo, IN 46901",N/A,Nebraska
U.S. Healthworks Medical Group,(765) 751-3300,"3813 S Madison St, Muncie, IN 47302",N/A,Nebraska
MedPoint Ireland Road,(574) 647-1750,"1815 E Ireland Rd, South Bend, IN 46614",N/A,Nebraska
Physicians Immediate Care South Bend,(574) 312-7022,"1245 E Ireland Rd, South Bend, IN 46614",N/A,Nebraska
Physicians Immediate Care Mishawaka,(574) 235-3135,"505 W Cleveland Rd, Mishawaka, IN 46545",N/A,Nebraska
U.S. Healthworks Medical Group,(574) 277-7600,"19567 Cleveland Rd, South Bend, IN 46637",N/A,Nebraska
MedExpress Urgent Care Anderson,(765) 642-2602,"3800 S Scatterfield Rd, Anderson, IN 46013",N/A,Nebraska
Sidney,(937) 492-1961,"1540 Michigan St, Sidney, OH 45365",N/A,Nebraska
Portage,(269) 323-2450,"245 W Centre Ave, Portage, MI 49024",N/A,Nebraska
Premier Health Urgent Care-Piqua,(937) 440-7683,"280 Looney Rd, Piqua, OH 45356",N/A,Nebraska
MedExpress Urgent Care Portage,(269) 329-0202,"6929 S Westnedge Ave, Portage, MI 49002",N/A,Nebraska
Adrian Urgent Care,(517) 577-6150,"715 N Main St, Adrian, MI 49221",N/A,Nebraska
Portage North,(269) 216-7169,"5142 S Westnedge Ave, Portage, MI 49002",N/A,Nebraska
U.S. Healthworks Medical Group,(419) 865-4448,"7010 Spring Meadows West Dr, Holland, OH 43528",N/A,Nebraska
ProMedica Urgent Care Holland,(567) 585-0070,"6711 Airport Hwy, Holland, OH 43528",N/A,Nebraska
MedExpress Urgent Care Battle Creek,(269) 964-4751,"25 Columbia Ave E, Battle Creek, MI 49015",N/A,Nebraska
ProMedica Urgent Care Perrysburg,(567) 585-0010,"25950 Dixie Hwy, Perrysburg, OH 43551",N/A,Nebraska
ProMedica After Hours Perrysburg,(419) 291-0130,"1601 Brigham Dr, Perrysburg, OH 43551",N/A,Nebraska
ProMedica Urgent Care Maumee,(567) 585-0210,"217 Golden Gate Plz, Maumee, OH 43537",N/A,Nebraska
Premier Health Urgent Care-Troy,(937) 208-4120,"1843 W Main St, Troy, OH 45373",N/A,Nebraska
ProMedica Urgent Care Toledo,(567) 585-0075,"6755 W Central Ave, Toledo, OH 43617",N/A,Nebraska
Troy,(937) 335-3100,"1430 W Main St, Troy, OH 45373",N/A,Nebraska
Kalamazoo,(269) 903-2835,"1634 Gull Rd, Kalamazoo, MI 49048",N/A,Nebraska
IU Health Urgent Care Hazel Dell,(317) 922-2090,"14645 Hazel Dell Xing, Noblesville, IN 46062",N/A,Nebraska
ProMedica Urgent Care Sylvania,(567) 585-0005,"5700 Monroe St, Sylvania, OH 43560",N/A,Nebraska
U.S. Healthworks Medical Group,(317) 845-5425,"11580 Overlook Dr, Fishers, IN 46037",N/A,Nebraska
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Nevada
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Nevada
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Nevada
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Nevada
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Nevada
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Nevada
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Nevada
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Nevada
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Nevada
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Nevada
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Nevada
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Nevada
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Nevada
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Nevada
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Nevada
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Nevada
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Nevada
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Nevada
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Nevada
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Nevada
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Nevada
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Nevada
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Nevada
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Nevada
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Nevada
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Nevada
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Nevada
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Nevada
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Nevada
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Nevada
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Nevada
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Nevada
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Nevada
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Nevada
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Nevada
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,New Hampshire
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,New Hampshire
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,New Hampshire
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,New Hampshire
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,New Hampshire
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,New Hampshire
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,New Hampshire
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,New Hampshire
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,New Hampshire
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,New Hampshire
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,New Hampshire
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,New Hampshire
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,New Hampshire
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,New Hampshire
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,New Hampshire
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,New Hampshire
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,New Hampshire
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,New Hampshire
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,New Hampshire
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,New Hampshire
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,New Hampshire
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,New Hampshire
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,New Hampshire
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,New Hampshire
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,New Hampshire
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,New Hampshire
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,New Hampshire
